"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.064304,
"OECD","CPI","TOT","AGRWTH","M","2012-06",2.000666,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.882275,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.057969,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.213038,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.235634,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.938379,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.862247,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.72814,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.816589,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.577275,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.267386,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.49432,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.80757,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.966708,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.701706,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.496995,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.303782,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.465573,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.637461,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.656425,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.455968,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.580993,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.032212,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.094491,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.071361,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.975299,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.834998,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.759226,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.758217,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.5466,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.133698,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5873939,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6478423,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6909485,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.5545973,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6899092,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.7030886,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6824212,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.670597,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.5335431,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6856373,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.8046836,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.9632894,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.286571,
"OECD","CPI","TOT","AGRWTH","M","2016-02",1.061786,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.9393497,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.9477976,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.9195811,
"OECD","CPI","TOT","AGRWTH","M","2016-06",1.005441,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.9934173,
"OECD","CPI","TOT","AGRWTH","M","2016-08",1.057785,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.284925,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.452168,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.542243,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.877079,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.358416,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.550484,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.358196,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.396384,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.160252,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.971779,
"OECD","CPI","TOT","AGRWTH","M","2017-07",2.006742,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.220088,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.377751,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.223693,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.411498,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.344087,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.19472,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.210838,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.284629,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.273114,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.612152,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.789871,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.888058,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.89691,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.913227,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.109404,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.706363,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.391425,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.112545,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.09327,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.282168,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.485603,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.265452,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.082713,
"OECD","CPI","TOT","AGRWTH","M","2019-07",2.158101,
"OECD","CPI","TOT","AGRWTH","M","2019-08",1.962212,
"OECD","CPI","TOT","AGRWTH","M","2019-09",1.679095,
"OECD","CPI","TOT","AGRWTH","M","2019-10",1.650348,
"OECD","CPI","TOT","AGRWTH","M","2019-11",1.896716,
"OECD","CPI","TOT","AGRWTH","M","2019-12",2.167761,
"OECD","CPI","TOT","AGRWTH","M","2020-01",2.388514,
"OECD","CPI","TOT","AGRWTH","M","2020-02",2.282044,
"OECD","CPI","TOT","AGRWTH","M","2020-03",1.756816,
"OECD","CPI","TOT","AGRWTH","M","2020-04",0.8569211,
"OECD","CPI","TOT","AGRWTH","M","2020-05",0.7047213,
"OECD","CPI","TOT","AGRWTH","M","2020-06",1.079643,
"OECD","CPI","TOT","AGRWTH","M","2020-07",1.199767,
"OECD","CPI","TOT","AGRWTH","M","2020-08",1.280582,
"OECD","CPI","TOT","AGRWTH","M","2020-09",1.30411,
"OECD","CPI","TOT","AGRWTH","M","2020-10",1.183254,
"OECD","CPI","TOT","AGRWTH","M","2020-11",1.173336,
"OECD","CPI","TOT","AGRWTH","M","2020-12",1.241643,
"OECD","CPI","TOT","AGRWTH","M","2021-01",1.547915,
"OECD","CPI","TOT","AGRWTH","M","2021-02",1.737169,
"OECD","CPI","TOT","AGRWTH","M","2021-03",2.381957,
"OECD","CPI","TOT","AGRWTH","M","2021-04",3.331449,
"OECD","CPI","TOT","AGRWTH","M","2021-05",3.852429,
"OECD","CPI","TOT","AGRWTH","M","2021-06",4.043702,
"OECD","CPI","TOT","AGRWTH","M","2021-07",4.229183,
"OECD","CPI","TOT","AGRWTH","M","2021-08",4.350596,
"OECD","CPI","TOT","AGRWTH","M","2021-09",4.595088,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.219164,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.847302,
